IndicatorID,Indicator,Definition,Rationale,Data source,Indicator production,Indicator source,Methodology,Standard population/values,Confidence interval details,Source of numerator,Definition of numerator,Source of denominator,Definition of denominator,Disclosure control,Caveats,Copyright,Data re-use,Links,Indicator number,Notes,Frequency,Rounding,Data quality,Indicator Content,Specific rationale,Unit,Value type,Year type,Polarity
90619,"SMOK004: record of offer of support and treatment (15+, last 24 mnths),  den. incl. exc.",The percentage of patients aged 15 years or over who are recorded as current smokers who have a record of an offer of support and treatment within the preceding 24 months. NICE menu ID: NM40,"Smoking remains a main cause of preventable morbidity and premature death. It is the primary reason for the gap in healthy life expectancy between rich and poor. A wide range of diseases and conditions are caused by cigarette smoking, including cancers, respiratory diseases, coronary heart and other circulatory diseases, stomach and duodenal ulcers, erectile dysfunction and infertility, osteoporosis, cataracts, age-related macular degeneration and periodontitis (US Department of Health and Human Services 2004).
Women who smoke during pregnancy have a substantially higher risk of spontaneous abortion (miscarriage) than those who do not smoke. Smoking can also cause complications in pregnancy and labour, including ectopic pregnancy, bleeding during pregnancy, premature detachment of the placenta and premature rupture of the membranes. Around 43 per cent of patients who smoke try to quit each year, often several times in a year. Many of these attempts fail because they are made without treatment and the aim of this indicator is to increase the proportion of quit attempts that succeed by providing best available support and treatment. The 1-year continuous abstinence rate in untreated smokers who try to quit without help is about 3 per cent.
There is evidence that when doctors and other health professionals advise on smoking cessation, and particularly when they offer support and treatment, that people are more likely to quit. Around four per cent of patients who quit without using either pharmacotherapy or behavioural support will remain abstinent at 12 months. With pharmacotherapy and brief supervision from a GP or other clinician, this would be about eight per cent. If a patient takes up the offer of referral to an NHS Stop Smoking Service or a specially trained member of practice staff, such as a practice nurse, providing regular weekly support, the 1-year continuous abstinence rate doubles to about 15 per cent.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients recorded as current smokers who have been offered support and treatment for smoking cessation within the preceding 24 months.,NA,Total number of patients recorded as current smokers,NA,NA,NA,NA,NA,NA,Nice Id: NM40,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
90646,Depression recorded incidence (QOF): % of practice register aged 18+,The percentage of patients aged 18 and over with depression recorded on practice disease registers for the first time in the financial year,"This indicator gives an indication of the incidence of depression as recorded on GP practice registers. Depression can be reliably diagnosed and treated by non-specialists as part of primary health care. However, a significant proportion of people with depression are undiagnosed, and this indicator should be used alongside other measures to build up the local picture of incidence and prevalence of depression.","Quality and Outcomes Framework (QOF).
http://content.digital.nhs.uk/qof",NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",County/Unitary Authority level incidence is calculated by using GP postcodes to assign each practice to a County/Unitary Authority.,NA,NA,Data for 2014/15 can be downloaded from  http://www.hscic.gov.uk/catalogue/PUB18887 For other data years please search on the  http://www.hscic.gov.uk .,"Patients aged 18 and over with depression, as registered for the first time on practice disease registers in 2014/15 (the denominator plus exceptions for QOF indicator DEP003)",Data for 2014/15 can be downloaded from  http://www.hscic.gov.uk/catalogue/PUB18887 For other data years please search on the  http://www.hscic.gov.uk .,Estimated number of patients aged 18 and over registered with the practice,NA,"For 2014/15 “new cases” of depression is defined as the denominator plus exceptions for QOF indicator DEP 003 (% of patients with a new diagnosis of depression whohad a review 10-56 days after diagnosis). This may give a slightly different number of “new cases” compared withQOF indicators used in previous years (now retired) as each QOF indicator denominator has a specific set of business rules to determine the exact relevant denominator.For 2013/14 “new cases” of depression is defined as the denominator plus exceptions for QOF indicator DEP 0001 (% of patients with a new diagnosis of depression who have had a bio-psychosocial assessment) . This may give a slightly different number of “new cases” compared with DEP002 (% with a new diagnosis of depression who have been reviewed) and with QOF indicators used in previous years (now retired) as each QOF indicator denominator has a specific set of business rules to determine the exact relevant denominator.
Comparative analysis of CCG-level QOF prevalence, may be inappropriate without taking account of the underlying social and demographic characteristics of the populations concerned. The delivery of services may be related, for example, to population age/sex, ethnicity or deprivation characteristics that are not included in QOF data collection",NA,NA,"Further indicators relating to depression can be found on<a href=""http://fingertips.phe.org.uk/profile-group/mental-health/profile/common-mental-disorders"">Common Mental Health Disorders
This tool presents collated risk, prevalence, early intervention, assessment and treatment, outcomes and service costs data relating to people with common mental health disorders, including depression and anxiety disorders.",NA,NA,NA,NA,3,NA,NA,%,Crude rate,Financial,RAG - Low is good
90690,DM007: Last HbA1c is <=59mmol/mol in last 12mths (den. incl. exc.),The percentage of patients with diabetes in whom the last IFCC-HbA1c is 59 mmol/mol (equivalent to HbA1c of 7.5% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12 months,"The three target levels for IFCC-HbA1c (59, 64 and 75 mmol/mol) in the QOF are designed to provide an incentive to improve glycaemic control across the distribution of IFCC-HbA1c values.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes in whom the last IFCC-HbA1c is 59 mmol/mol (equivalent to HbA1c of 7.5% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12 months,NA,Patients with diabetes (practice register),NA,NA,NA,NA,NA,NA,Replaced DM26NICE ID: NM14,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90691,DM008: Last HbA1c is <=64mmol/mol  in last 12mths (den. incl. exc.),The percentage of patients with diabetes in whom the last IFCC-HbA1c is 64 mmol/mol (equivalent to HbA1c of 8% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12months,Auditing the proportion of patients with an IFCC-HbA1c below 64mmol/mol is designed to provide an incentive to improve glycaemic control across the range of IFCC-HbA1c values,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes in whom the last IFCC-HbA1c is 64 mmol/mol (equivalent to HbA1c of 8% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12 months,NA,Patients with diabetes,NA,NA,NA,NA,NA,NA,Replaced DM27,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90692,DM009: Last HbA1c is <=75mmol/mol  in last 12mths (den. incl. exc.),The percentage of patients with diabetes in whom the last IFCC-HbA1c is 75 mmol/mol (equivalent to HbA1c of 9% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12 months,Auditing the proportion of patients with an IFCC-HbA1c below 75mmol/mol is designed to provide an incentive to improve glycaemic control amongst those with high levels of IFCC-HbA1c who are at particular risk.,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes in whom the last IFCC-HbA1c is 75 mmol/mol (equivalent to HbA1c of 9% in DCCT values) or less (or equivalent test/reference range depending on local laboratory) in the preceding 12 months,NA,Patients with diabetes,NA,NA,NA,NA,NA,NA,Replaced DM28,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90694,DM012: Patients with diabetes who had a foot examination and risk classification (den.incl.exc.),"The percentage of diabetes patients with a record of a foot examination and risk classification:

low risk - normal sensation, palpable pulses
increased risk - neuropathy or absent pulses
high risk - neuropathy or absent pulses, deformity or skin changes or previous ulcer or ulcerated foot (last 12m)","Patients with diabetes are at high risk of foot complications. Evaluation of skin, soft tissue, musculoskeletal, vascular and neurological condition on an annual basis is important for the detection of feet at raised risk of ulceration.The foot inspection and assessment should include:  identifying the presence of sensory neuropathy (loss of the ability to feel a monofilament, vibration or sharp touch) and/or the abnormal build up of callusidentifying when the arterial supply to the foot is reduced (absent foot pulses, signs of tissue ischaemia or symptoms of intermittent claudication)identifying deformities or problems of the foot (including bony deformities, dry skin or fungal infection), which may put it at riskidentifying other factors that may put the foot at risk (which may include reduced capacity for self-care, impaired renal function, poor glycaemic control, cardiovascular and cerebrovascular disease, or previous amputation).",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes with a record of a foot examination and risk classification within the preceding 12 months.,NA,Patients with diabetes,NA,NA,NA,NA,NA,NA,NICE ID: NM13,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90696,DM002: Last BP is <=150/90 (den. incl. exc.),The percentage of patients with diabetes in whom the last blood pressure is 150/90 mmHg or less in the preceding 12 months,"Blood pressure (BP) lowering in people with diabetes reduces the risk of macrovascular and microvascular disease.
Setting a BP target at a higher level, but expecting most patients to have BP below this, is intended to encourage practitioners to address the needs of the minority of patients whose BP is hard to control.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes in whom the last blood pressure is 150/90 mmHg or less in the preceding 12 months,NA,Patients with diabetes,NA,NA,NA,NA,NA,NA,Replaced DM30NICE ID: NM01,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90697,DM003: Last BP is <=140/80 (den. incl. exc.),The percentage of patients with diabetes in whom the last blood pressure is 140/80 mmHg or less in the preceding 12 months,Blood pressure (BP) lowering in people with diabetes reduces the risk of macrovascular and microvascular disease.,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with diabetes in whom the last blood pressure is 140/80 mmHg or less in the preceding 12 months,NA,Patients with diabetes,NA,NA,NA,NA,NA,NA,Replaced DM31NICE ID: NM02,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90700,DM006: Proteinuria/micro-album. treated w inhibitors (den. incl. exc.),"Percentage of patients with diabetes, on the register, with a diagnosis of nephropathy (clinical proteinuria) or micro-albuminuria who are currently treated with an ACE-I (or ARBs).","The progression of renal disease in patients with diabetes is slowed by treatment with ACE inhibitors, and trial evidence suggests that these are most effective when given in the maximum dose quoted in the BNF. Although trial evidence is based largely on ACE inhibitors, it is believed that similar benefits occur from treatment with ARBs in patients who are intolerant of ACE inhibitors.  Patients with a diagnosis of microalbuminuria or proteinuria should be commenced on an ACE inhibitor or considered for A2 antagonist therapy.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with a prescription for ACE inhibitors or A2 antagonist in the preceding six months.,NA,Patients with diabetes with a diagnosis of proteinuria or micro-albuminuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90701,DM004: Measured total cholesterol (last 12mths) <=5mmol/l(den.incl.exc.),The percentage of patients with diabetes whose last measured total cholesterol (measured within the previous 12 months) is 5mmol/l or less.,"The progression of renal disease in patients with diabetes is slowed by treatment with ACE inhibitors, and trial evidence suggests that these are most effective when given in the maximum dose quoted in the BNF. Although trial evidence is based largely on ACE inhibitors, it is believed that similar benefits occur from treatment with ARBs in patients who are intolerant of ACE inhibitors.  Patients with a diagnosis of microalbuminuria or proteinuria should be commenced on an ACE inhibitor or considered for A2 antagonist therapy.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients on the diabetes register whose last measured cholesterol was 5mmol/l or less. The measurement should have been carried out in the preceding 12 months.,NA,Patients on the diabetes register,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90702,DM018: Flu vaccination coverage (den.incl.exc.),The percentage of patients with diabetes who have had influenza immunisation in the preceding 1 August to 31 March.,"This is a current recommendation from the Department of Health, the Scottish Government for Scotland and the JCVI.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients on the diabetic register who have had an influenza vaccination administered in the preceding 1 August to 31 March.,NA,Total number of patients on the diabetes register,NA,NA,NA,NA,NA,NA,This indicator is the direct successor of DM010 (2013/14) which had a slightly different timeframe (1 Sep - 31 March),NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
90999,"CHD005: Record that aspirin, APT or ACT is taken (den. incl. exc.)","The percentage of patients with coronary heart disease with a record in the previous 12 months that aspirin, an alternative anti-platelet therapy, or an anticoagulant is being taken","Both NICE (2007/2011) and Scottish Intercollegiate Guidelines Network (SIGN) (2007) clinical guidelines recommend that aspirin (75 - 150 mg per day) should be given routinely and continued for life in all patients with CHD unless there is a contraindication. Clopidogrel (75 mg/day) is an effective alternative in patients with contraindications to aspirin, or who are intolerant of aspirin. Aspirin should be avoided in patients who are anti-coagulated.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients on the CHD register who have been prescribed aspirin, clopidogrel or warfarin within the preceding 12 months or have a record of taking over the counter (OTC) aspirin updated in the preceding 12 months.",NA,The number of patients on the CHD register,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91000,CHD007: CHD patients immunised against flu (den.incl.exc.),The percentage of patients with coronary heart disease who have had influenza immunisation in the preceding 1 August to 31 March,NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with coronary heart disease who have had influenza immunisation in the preceding 1 August to 31 March,NA,All patients on the CHD register,NA,NA,NA,NA,NA,NA,This indicator is a direct successor of indicator CHD004 which had a slightly different definition (period start changed from 1 September to 1 August),NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91001,HF002: Diagnosis conf. by ECG/specialist assessm. (den. incl. exc.),The percentage of patients with a diagnosis of heart failure (diagnosed after 1 April 2006) which has been confirmed by an echocardiogram or by specialist assessment 3 months before or 12 months after entering on to the register.,"This indicator requires that all patients with suspected heart failure should be investigated and this is expected to involve, as a minimum, further specialist investigation (such as echocardiography) and often specialist opinion. Serum natriuretic peptides can be used to determine whether patients with clinically suspected heart failure need referral for echocardiography and their use is recommended as below. Specialists may include GPs identified by their PCO as having a special clinical interest in heart failure. Many heart failure patients will be diagnosed following specialist referral or during hospital admission and some will also have their diagnosis confirmed by tests such as cardiac scintography or angiography rather than echocardiography.NICE guidance recommends that patients with suspected heart failure should receive both echocardiography and specialist assessment. Serum natriuretic peptides should be measured in patients with suspected heart failure without previous MI. Patients with suspected heart failure who have had a previous MI or who have very high levels of serum natriuretic peptide are considered to require urgent referral due to their poor prognosis.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients in whom a new diagnosis of heart failure has been made since 1 April 2006 who have had an echocardiogram or been referred to a specialist within 12 months of being added to the register. The practice may also include patients who have been referred up to three months before being added to the register.,NA,The number of patients with heart failure as recorded on practice disease records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91005,HF003: Heart failure w LVD: treated with ACE-I or ARB (den. incl. exc.),The percentage of patients with a current diagnosis of heart failure due to left ventricular dysfunction (LVD) who are currently treated with ACE inhibitor or agiotensin receptor blocker (ARB),"There is strong clinical and cost effectiveness evidence to support the use of ACE inhibitors in all patients with heart failure with LVD. ACE inhibitors improve symptoms, reduce hospitalisation rate, and improve survival rate. This is applicable in all age groups. ARBs are also effective in the treatment of patients with heart failure and LVD but, as recommended below, they should be used only in patients intolerant of ACE inhibitors.
It should also be noted that it is possible to have a diagnosis of LVD without heart failure, for example, asymptomatic people who might be identified coincidentally but who are at high risk of developing subsequent heart failure. In such cases ACE inhibitors delay the onset of symptomatic heart failure, reduce cardiovascular events and improve long-term survival. This indicator only concerns patients with heart failure and thus excludes this other group of patients who should nevertheless be considered for treatment with ACE inhibitors.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Number of patients on the practice heart failure register with heart failure due to LVD whose records show they have been prescribed an ACE inhibitor or an ARB in the preceding six months.,NA,The number of patients with heart failure due to left ventricular dysfunction as recorded on practice disease records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91013,STIA007: Record that an anti-platelet agent or an anti-coagulant is taken (den. incl. exc.),"The percentage of patients with a stroke shown to be non-haemorrhagic, or a history of TIA, who have a record in the preceding 12 months that an anti-platelet agent or an anti-coagulant is being taken",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with a stroke shown to be non-haemorrhagic, or a history of TIA, who have a record in the preceding 12 months that an anti-platelet agent or an anti-coagulant is being taken",NA,"All patients with a history of stroke (shown to be non-haemorrhagic), or a history of TIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91085,CHD002: Last BP reading in last 12mths is <=150/90 (den.incl.exc.),The percentage of patients with coronary heart disease in whom the last blood pressure reading (measured in the previous 12 months) is 150/90 mmHg or less.,"This indicator measures the intermediate health outcome of a blood pressure of 150/90 mmHg or less in patients with hypertension and CHD. Its intent is to promote the secondary prevention of cardiovascular disease (CVD) through satisfactory blood pressure control. This intermediate outcome can be achieved through lifestyle advice and the use of drug therapy. The NICE clinical guideline on Hypertension (2011) sets blood pressure thresholds for the initiation of drug treatment of hypertension and these are outlined in the rationale for the hypertension domain. To summarise, patients with CHD and stage one hypertension are recommended drug therapy for hypertension.

The NICE clinical guideline on Hypertension (2011) recommends a target clinic blood pressure below 140/90 mmHg in patients aged under 80 years with treated hypertension and a clinic blood pressure below 150/90 mmHg in patients aged 80 years and over, with treated hypertension.

For the purpose of QOF, an audit standard of 150/90 mmHg has been adopted.

A major overview of randomised trials showed that a reduction of 5 - 6 mmHg in blood pressure sustained over five years reduces coronary events by 20 - 25 per cent in patients with CHD.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients on the CHD register whose last recorded blood pressure is 150/90 mmHg or less. This reading should have been taken in the preceding 12 months.,NA,Patients on the CHD register,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91089,HYP006: Blood pressure <= 150/90 mmHg in people with hypertension,The percentage of patients with hypertension in whom the last blood pressure reading (measured in the previous 12 months) is 150/90 mmHg or less.,NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,The number of patients with hypertension in whom the last blood pressure (measured in the previous 12 months) is 150/90 mmHg or less.,NA,Total number of patients on the hypertension register,NA,NA,NA,NA,NA,NA,This indicator is the direct successor of HYP002 which had a slightly different definition (9 months).,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91091,STIA003: Last BP reading is <=150/90 (den. incl. exc.),The percentage of patients with a history of stroke or TIA in whom the last blood pressure reading (last 12 months) is 150/90 mmHg or less.,NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,The percentage of patients with a history of TIA or stroke in whom the last blood pressure reading (measured in the previous 12 months) is 150/90 mmHg or less.,NA,The total number of patients on the stroke or TIA register,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91215,Dementia care review documented in the last 12 months,The percentage of patients diagnosed with dementia whose care plan has been reviewed in a face-to-face review in the preceding 12 months.,"The face-to-face review should focus on support needs of the patient and their carer. In particular the review should address four key issues:an appropriate physical and mental health review for the patient if applicable, the carer’s needs for information commensurate with the stage of the illness and his or her and the patient’s health and social care needs if applicable, the impact of caring on the care-giver communication and co-ordination arrangements with secondary care (if applicable).  A series of well-designed cohort and case control studies have demonstrated that patients with Alzheimer-type dementia do not complain of common physical symptoms, but experience them to the same degree as the general population. Patient assessments should therefore include the assessment of any behavioural changes caused by: concurrent physical conditions (e.g. joint pain or intercurrent infections) new appearance of features intrinsic to the disorder (e.g. wandering) and delusions or
hallucinations due to the dementia or as a result of caring behaviour (e.g. being dressed by a carer)  Depression should also be considered since it is more common in patients with dementia than those without.",QOF (NHS Digital),NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with dementia registered who have had their care reviewed (face-to-face) in the preceding 12 months,NA,All patients on disease register with dementia (including exceptions),NA,NA,NA,NA,NA,NA,Difference to previous indicator (DEM 2): denominator now includes exceptions. Timeframe has changed from 15 months to 12 months.For more information regarding exceptions please review QOF buisness rules http://www.hscic.gov.uk/qof,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91216,Dementia: Blood tests recorded at diagnosis,"The percentage of patients with a new diagnosis of dementia recorded in the preceding 1 April to 31 March with a record of FBC, calcium, glucose, renal and liver function, thyroid function tests, serum vitamin B12 and folate levels recorded between12 months before or 6 months after entering on to the register; based on NICE ID: NM09.","There is no universal consensus on the appropriate diagnostic tests that should be undertaken in those with suspected dementia. However, a review of 14 guidelines and consensus statements found considerable similarity in recommendations.
The main reason for undertaking investigations in a person with suspected dementia is to exclude a potentially reversible or modifying cause for the dementia and to help exclude other diagnoses (e.g. delirium). Reversible or modifying causes include metabolic and endocrine abnormalities (e.g. vitamin B12 and folate deficiency, hypothyroidism, diabetes and disorders of calcium metabolism).<a href=""http://www.hscic.gov.uk/qof"">http://www.hscic.gov.uk/qof<a href=""http://www.hscic.gov.uk/qof"">
The NICE clinical guideline on dementia states that a basic dementia screen isperformed at the time of presentation, usually within primary care. It includes:- routine haematology- biochemistry tests (including electrolytes, calcium, glucose, and renal and liver function)- thyroid function tests- serum vitamin B12 and folate levels<a href=""https://www.nice.org.uk/guidance/cg42"">https://www.nice.org.uk/guidance/cg42",QOF (NHS Digital),NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with a new diagnosis of dementia recorded between the preceding 1 April to 31 March with a record of FBC, calcium, glucose, renal and liver function, thyroid function tests, serum vitamin B12 and folate levels recorded between 12 months before and 6 months after entering on to the register",NA,Patients on the disease register (including exceptions) with a new diagnosis of dementia recorded between the preceding 1 April to 31 March,NA,NA,NA,NA,NA,NA,"Difference to previous indicator (DEM003): time frame changed from between 6 months before and 6 months after entering the register to between 12 months beforeand 6 months after entering the register.
Based on NICE ID: NM09",NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91222,OST002: currently treated with a bone-sparing agent (50-74 yrs)(den.incl.exc.),"The percentage of patients aged 50 or over and who have not attained the age of 75, with a fragility fracture on or after 1 April 2012, in whom osteoporosis is confirmed on DXA scan, who are currently treated with an appropriate bone-sparing agent, NICE menu ID: NM30","The management of osteoporosis includes lifestyle advice, such as advice on adequate nutrition, regular weight-bearing exercise, stopping smoking and avoiding alcohol, to reduce the risks of osteoporosis.
Interventions for secondary prevention of fractures in patients who have had an osteoporotic fragility fracture include pharmacological intervention. The SIGN guideline on management of osteoporosis addresses the pharmacological management in three groups of postmenopausal women: postmenopausal women with multiple vertebral fractures (DXA scan not essential but other destructive diseases should be excluded); postmenopausal women with osteoporosis determined by DXA scan and a history of at least one vertebral fracture; and postmenopausal women with osteoporosis determined by DXA scan with or without a previous non-vertebral fracture. For all of these groups bonesparing agents are indicated to reduce subsequent fracture risk. NICE technology appraisal states that the bone-sparing agent alendronate is recommended as a treatment option for the secondary prevention of osteoporotic fragility fractures in postmenopausal women who are confirmed to have osteoporosis. When the decision has been made to initiate treatment with alendronate, the preparation prescribed should be chosen on the basis of the lowest acquisition cost available. The bone-sparing agents risedronate and etidronate are recommended as alternative treatment options for the secondary prevention of osteoporotic fragility fractures in postmenopausal women: who are unable to comply with the special instructions for the administration of alendronate, or have a contraindication to or are intolerant of alendronate and who also have a combination of T-score.
In deciding between risedronate and etidronate, clinicians and patients need to balance the overall proven effectiveness profile of the drugs against their tolerability and adverse effects in individual patients.
The SIGN clinical guideline makes recommendations on men with a diagnosis of osteoporosis determined by DXA scan. It states that to reduce fracture risk at all sites, men with low BMD and/or a history of one or more vertebral fractures or one non-vertebral osteoporotic fracture should be treated with oral alendronate.
Calcium and vitamin D supplementation should be used in combination with bone-sparing agents. The SIGN clinical guideline recommends that patients who have had a fragility fracture who require treatment with a bone-sparing agent also receive appropriate calcium and/or vitamin D supplementation.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,"Patients aged 50 or over and who have not attained the age of 75, with a fragility fracture on or after 1 April 2012, in whom osteoporosis is confirmed on DXA scan, who are currently treated with an appropriate bonesparing agent.",NA,Total number of patients aged between 50 and 74 on the osteoporosis register (including exceptions),NA,NA,NA,NA,NA,NA,NA,Nice Id: NM30,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
